text,true_labels,predicted_labels,missed_labels,extra_labels,largest_decision_margin,source_name,source_type,technique_id,technique_name
Koadic has used PowerShell to establish persistence.,execution,execution|persistence|privilege-escalation,,persistence|privilege-escalation,1.0555018287377727,Koadic,tool,T1059.001,PowerShell
DarkTortilla has used the `WshShortcut` COM object to create a .lnk shortcut file in the Windows startup folder.,execution,persistence|privilege-escalation,execution,persistence|privilege-escalation,1.0525267886948588,DarkTortilla,malware,T1559.001,Component Object Model
UPSTYLE creates a `.pth` file beginning with the text `import` so that any time another process or script attempts to reference the modified item the malicious code will also run.,persistence|privilege-escalation,privilege-escalation|stealth,persistence,stealth,1.0510964261827551,UPSTYLE,malware,T1546,Event Triggered Execution
SMOKEDHAM has modified the Registry to hide created user accounts from the Windows logon screen.,stealth,defense-impairment|persistence|stealth,,defense-impairment|persistence,1.0464452777077506,SMOKEDHAM,malware,T1564.002,Hidden Users
APT38 has used the legitimate application `ieinstal.exe` to bypass UAC.,privilege-escalation,privilege-escalation|stealth,,stealth,1.0448500282996724,APT38,intrusion-set,T1548.002,Bypass User Account Control
LAPSUS$ has searched a victim's network for collaboration platforms like Confluence and JIRA to discover further high-privilege account credentials.,collection,discovery,collection,discovery,1.0440652284736291,LAPSUS$,intrusion-set,T1213.001,Confluence
"Winnti for Linux has used a modified copy of the open-source userland rootkit Azazel, named libxselinux.so, to hide the malware's operations and network activity.",stealth,resource-development|stealth,,resource-development,1.0437609664912544,Winnti for Linux,malware,T1014,Rootkit
"Indrik Spider has downloaded tools, such as the Advanced Port Scanner utility and Lansweeper, to conduct internal reconnaissance of the victim network. Indrik Spider has also accessed the victim’s VMware VCenter, which had information about host configuration, clusters, etc.",reconnaissance,discovery,reconnaissance,discovery,1.0433403025863133,Indrik Spider,intrusion-set,T1590,Gather Victim Network Information
PureCrypter can execute a PowerShell command to self-delete.,stealth,execution|stealth,,execution,1.0425202144207173,PureCrypter,malware,T1070.004,File Deletion
DarkTortilla can download a keylogging module.,collection|credential-access,collection|command-and-control|credential-access,,command-and-control,1.0419127203034346,DarkTortilla,malware,T1056.001,Keylogging
"During RedPenguin, UNC3886 used rootkits such as REPTILE and MEDUSA.",stealth,resource-development|stealth,,resource-development,1.0319931959866335,RedPenguin,campaign,T1014,Rootkit
AADInternals can be used to forge Kerberos tickets using the password hash of the AZUREADSSOACC account.,credential-access,lateral-movement,credential-access,lateral-movement,1.0301965557113577,AADInternals,tool,T1558.002,Silver Ticket
PlugX has leveraged an initial executable disguised as a legitimate document to trick the target into opening it.,execution,execution|stealth,,stealth,1.0297639108481706,PlugX,malware,T1204.002,Malicious File
REvil can encrypt files on victim systems and demands a ransom to decrypt the files.,impact,impact|stealth,,stealth,1.0295139332204963,REvil,malware,T1486,Data Encrypted for Impact
LockBit 2.0 can execute command line arguments in a hidden window.,stealth,execution|stealth,,execution,1.0262393016692166,LockBit 2.0,malware,T1564.003,Hidden Window
LAPSUS$ has searched a victim's network for collaboration platforms like SharePoint to discover further high-privilege account credentials.,collection,discovery,collection,discovery,1.0223225087047454,LAPSUS$,intrusion-set,T1213.002,Sharepoint
Dtrack can collect a variety of information from victim machines.,collection,collection|discovery,,discovery,1.019749740789644,Dtrack,malware,T1005,Data from Local System
"Pupy can use an add on feature when creating payloads that allows you to create custom Python scripts (“scriptlets”) to perform tasks offline (without requiring a session) such as sandbox detection, adding persistence, etc.",execution,execution|persistence,,persistence,1.0181267107395011,Pupy,tool,T1059.006,Python
Latrodectus can send RC4 encrypted data over C2 channels.,command-and-control,command-and-control|exfiltration,,exfiltration,1.017265450898591,Latrodectus,malware,T1573.001,Symmetric Cryptography
Pillowmint has collected credit card data using native API functions.,collection,collection|execution,,execution,1.0157804586311519,Pillowmint,malware,T1005,Data from Local System
Indrik Spider has purchased access to victim VPNs to facilitate access to victim environments.,resource-development,initial-access|persistence,resource-development,initial-access|persistence,1.012731241728002,Indrik Spider,intrusion-set,T1583,Acquire Infrastructure
Stuxnet can propagate via removable media using an autorun.inf file or the CVE-2010-2568 LNK vulnerability.,initial-access|lateral-movement,initial-access|lateral-movement|privilege-escalation,,privilege-escalation,1.0117504693092556,Stuxnet,malware,T1091,Replication Through Removable Media
"APT33 has used a variety of publicly available tools like LaZagne, Mimikatz, and ProcDump to dump credentials.",credential-access,credential-access|resource-development,,resource-development,1.0070385033016387,APT33,intrusion-set,T1003.001,LSASS Memory
"Cuckoo Stealer can send information about the targeted system to C2 including captured passwords, OS build, hostname, and username.",exfiltration,discovery,exfiltration,discovery,1.0059160247621979,Cuckoo Stealer,malware,T1041,Exfiltration Over C2 Channel
PureCrypter can execute PowerShell commands to exclude files from EDR and to self-delete.,execution,execution|stealth,,stealth,1.001602932244877,PureCrypter,malware,T1059.001,PowerShell
FIN13 has utilized custom malware to maintain persistence in a compromised environment.,resource-development,persistence,resource-development,persistence,0.9989783595146202,FIN13,intrusion-set,T1587.001,Malware
KillDisk loads and executes functions from a DLL.,execution,execution|stealth,,stealth,0.9975388997059319,KillDisk,malware,T1129,Shared Modules
PlugX can identify removable media attached to compromised hosts.,discovery,discovery|initial-access,,initial-access,0.9960417947275935,PlugX,malware,T1120,Peripheral Device Discovery
DarkTortilla can detect profilers by verifying the `COR_ENABLE_PROFILING` environment variable is present and active.,execution|stealth,discovery,execution|stealth,discovery,0.9867658419750582,DarkTortilla,malware,T1574.012,COR_PROFILER
Kazuar obtains a list of running processes through WMI querying.,execution,discovery,execution,discovery,0.98659954729,Kazuar,malware,T1047,Windows Management Instrumentation
FIN6 has used kill.bat script to disable security tools.,execution,defense-impairment,execution,defense-impairment,0.9862482487460502,FIN6,intrusion-set,T1059.003,Windows Command Shell
Kapeka will clear registry values used for persistent configuration storage when uninstalled.,stealth,defense-impairment|persistence|stealth,,defense-impairment|persistence,0.985715888312451,Kapeka,malware,T1070.009,Clear Persistence
HermeticWiper has the ability to set the `HKLM:\SYSTEM\\CurrentControlSet\\Control\\CrashControl\CrashDumpEnabled` Registry key to `0` in order to disable crash dumps.,defense-impairment,defense-impairment|persistence,,persistence,0.9830893043661284,HermeticWiper,malware,T1685,Disable or Modify Tools
PlugX has leveraged a mutex in its infection process.,stealth,execution|stealth,,execution,0.9829756378313329,PlugX,malware,T1480.002,Mutual Exclusion
T9000 searches through connected drives for removable storage devices.,discovery,discovery|lateral-movement,,lateral-movement,0.9795312787347092,T9000,malware,T1120,Peripheral Device Discovery
Troll Stealer gathers information from infected systems such as SSH information from the victim's `.ssh` directory. Troll Stealer collects information from local FileZilla installations and Microsoft Sticky Note.,collection,collection|discovery,,discovery,0.9757756545425351,Troll Stealer,malware,T1005,Data from Local System
"Winnti for Linux has used a passive listener, capable of identifying a specific magic value before executing tasking, as a secondary command and control (C2) mechanism.",command-and-control|persistence|stealth,command-and-control,persistence|stealth,,0.9632584175139681,Winnti for Linux,malware,T1205,Traffic Signaling
Downdelph uses search order hijacking of the Windows executable sysprep.exe to escalate privileges.,execution|stealth,stealth,execution,,0.9596457215346871,Downdelph,malware,T1574.001,DLL
Doki was executed through an open Docker daemon API port.,initial-access|persistence,execution|persistence,initial-access,execution,0.9593036264525142,Doki,malware,T1133,External Remote Services
APT38 has used DYEPACK.FOX to manipulate PDF data as it is accessed to remove traces of fraudulent SWIFT transactions from the data displayed to the end user.,impact,stealth,impact,stealth,0.9577554641652325,APT38,intrusion-set,T1565.003,Runtime Data Manipulation
Stuxnet can propagate via peer-to-peer communication and updates using RPC.,lateral-movement,command-and-control,lateral-movement,command-and-control,0.9531937061177916,Stuxnet,malware,T1021,Remote Services
"StrelaStealer enumerates the registry key `HKCU\SOFTWARE\Microsoft\Office\16.0\Outlook\Profiles\Outlook\9375CFF0413111d3B88A00104B2A6676\` to identify the values for ""IMAP User,"" ""IMAP Server,"" and ""IMAP Password"" associated with the Outlook email application.",credential-access,discovery,credential-access,discovery,0.9504865827181086,StrelaStealer,malware,T1552.002,Credentials in Registry
"LockBit 2.0 has been observed creating accounts for persistence using simple names like ""a"".",persistence,persistence|privilege-escalation,,privilege-escalation,0.9441440916850052,LockBit 2.0,malware,T1136,Create Account
UPPERCUT has the capability to gather the victim's current directory.,discovery,collection|discovery,,collection,0.9426428707240964,UPPERCUT,malware,T1083,File and Directory Discovery
Daggerfly created code signing certificates to sign malicious macOS files.,resource-development,defense-impairment|resource-development,,defense-impairment,0.9412403439068986,Daggerfly,intrusion-set,T1587.002,Code Signing Certificates
TA551 has used obfuscated variable names in a JavaScript configuration file.,stealth,execution|stealth,,execution,0.9399991063436491,TA551,intrusion-set,T1027.010,Command Obfuscation
